video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"vRI8SBixhyM","[현장 연결] 손흥민 80m 단독 돌파 현지인들도 “미쳤다” [토트넘vs번리 후토크]","2019-12-07T18:05:22.000Z","UCRDowcnvz5ZVh-3NVAdfiqg","박문성 '달수네라이브'","17","19.08.12","손흥민|토트넘|프리미어리그|원더골|푸스카스|무리뉴|번리|80미터|단독돌파골|달수네라이브|맨체스터현장후토크","656226","6766","939","667","https://i.ytimg.com/vi/vRI8SBixhyM/default.jpg","False","False","[현장 연결] 손흥민 80m 단독 돌파 현지인들도 “미쳤다” [토트넘vs번리 후토크]프리미어리그에서우리나라 선수가 이렇게 득점을 기록할 거라고본 적도 없고, 상상한 적도 없는 듯.#손흥민 #토트넘 #인생대박골 광고 문의 dalsu@feelstudio.co.kr"
"UjJyA19URHY","HIGHLIGHTS | SPURS 5-0 BURNLEY | ft. Heung-min Son's wonder goal!","2019-12-07T22:00:08.000Z","UCEg25rdRZXg32iwai6N6l0w","Tottenham Hotspur","17","19.08.12","Spurs|Tottenham Hotspur|Tottenham|Football|Spurs TV|White Hart Lane|Soccer|EPL|Premiership|Premier League|FA Cup|League Cup|COYS|THFC|Goals|Highlights|Training|Skills|Tricks|Hotspurs|Heung-min Son|Son|South Korea|Spurs 5-0 Burnley|Son goal","1821219","26361","462","2135","https://i.ytimg.com/vi/UjJyA19URHY/default.jpg","False","False","Watch all five goals from Tottenham Hotspur's Premier League win over Burnley, including Heung-min Son's unbelievable solo strike!Subscribe to Spurs TV on YouTube: http://spurs.to/YouTube Facebook: http://spurs.to/FacebookInstagram: http://spurs.to/InstagramTwitter: http://spurs.to/SpursOfficial"
"DuNVw1w3DRY","손흥민 = 마라도나+카카 80m드리블,수비수8명 제치고 골...진심 개미쳤다.... 역대급 골 탄생!! [토트넘vs번리 리뷰]","2019-12-07T17:39:11.000Z","UCbFzvzDu17eDZ3RIeaLRswQ","감스트GAMST","17","19.08.12","아프리카티비|아프리카tv|afreecatv|broadcast|감스트|비제이|김인직|인직|방송|bj|감튜브|콘텐츠|컨텐츠|비감|contents|gamst|injik|kiminjik|gamtube|bgam","637664","7342","616","1151","https://i.ytimg.com/vi/DuNVw1w3DRY/default.jpg","False","False","[2019.12.08] 방송영상 입니다.#토트넘 #번리 #감스트#푸스카스 #리네커♥ GAMST YouTube channel subscribe please ♥GAMST YouTube https://goo.gl/i1A0oNGAMST Facebook http://facebook.com/gamst0108GAMST Instagram http://Instagram.com/gamst17172GAMST TV http://afreeca.com/devil0108GAMST TV watch live http://play.afreeca.com/devil0108COPYRIGHTS ⓒ 2015 BY GAMST. ALL RIGHTS RESERVED."
"i_Raycp0vQY","악마의단검으로 악마 베기(vs 긱블)","2019-12-07T02:45:01.000Z","UCd4FmcWIVdWAy0-Q8OJBloQ","사나고","26","19.08.12","사나고|3D펜|3Dpen|만들기|making|3d프린터|3Dprinting|리니지|리니지2m|악마의단검","909768","22602","343","3654","https://i.ytimg.com/vi/i_Raycp0vQY/default.jpg","False","False","안녕하세요 사나고입니다. 오늘은 리니지2M의 악마의단검을 만들어서 마를 베어보았습니다● 3D펜 살땐! [사나고샵]https://smartstore.naver.com/sanago● 3D펜카페 [사나고의 3D펜 비밀기지]https://cafe.naver.com/sanago● 나고사진 보려면? 인스타그램https://www.instagram.com/sanago_kr/● 트위치 방송국 바로가기https://www.twitch.tv/sanago_kr● Contact 광고문의uggnll@naver.com#사나고 #3Dpen #3D펜"
"qm0ywMDRwyA","191206 Mic Drop Remix Dance Break @ BTS 방탄소년단 Jingle Ball LA Live Concert Fancam","2019-12-07T04:28:53.000Z","UCGxokRiJdemUQuwPQKi5Llg","theultimatedodo","24","19.08.12","[none]","1647020","109086","604","2857","https://i.ytimg.com/vi/qm0ywMDRwyA/default.jpg","False","False",""
"LBNR9MoDHJc","⚽진짜 멋있어서 미치겠다 손흥민 73M 인생골 리액션[토트넘VS번리]","2019-12-08T00:57:47.000Z","UC48NSSfUBsmL0k0wKxSqRkw","릴카","17","19.08.12","릴카|llilka|Lilka|종합게임|종합게임방송|종합게임채널|게임채널|게임|game|아프리카|아프리카티비|아프리카TV|AfreecaTv|배그|배틀그라운드|battlegrounds|PUBG|프랑스어|불어|승무원|스튜어디스|축구|축알못|토트넘|손흥민|80M인생골|리액션|손흥민골|토트넘번리|EPL|토트넘팬|son|sonny|son goal|react|reaction","416103","4990","297","605","https://i.ytimg.com/vi/LBNR9MoDHJc/default.jpg","False","False","안녕하세요..토트넘 번리 전 여운이 아직도 가시지 않았습니다 ㅠㅠㅠㅠ네이버 카페 http://cafe.naver.com/lilka인스타그램 https://www.instagram.com/xllilka/아프리카TV  http://afreecatv.com/llilka"
"_qxOzVg7Xu0","[ENG/CHN]구관이 명관, 클라쓰가 다른 원조 먹방러의 위엄(달달한 신곡뮤비있음) | 🍜라끼남 풀버전 1-2봉","2019-12-06T14:19:33.000Z","UCQ2O-iftmnlfrBuNsUUTofQ","채널 십오야","24","19.08.12","나영석|나PD|신서유기|신서유기외전|아간세|아이슬란드|아이슬란드간세끼|이수근|수근세끼|은지원|지원세끼|삼시세끼|세끼|신효정|나피디|묘한이|tvN|라끼남|라면끼리먹는남자|강호동|안성탕면|농심|너구리|양정우","1087328","16566","337","2172","https://i.ytimg.com/vi/_qxOzVg7Xu0/default.jpg","False","False","#강호동 #먹방끝판왕 #원조먹방러귤을 이렇게 먹는 것도 능력.**쿠키영상 : 신곡 '지리산day다' by 고막맛집 라끼남최고의 라면을 먹기 위한 육봉선생의 라면순례길 [라끼남] 12월 육일(금) 밤 10시 40분부터 육분 Olive & tvN 동시 첫 방송!  신상 라면 소식은?🍜 https://bit.ly/2RpuQEt"
"MLHLpXYqup8","결국 헤어졌습니다..","2019-12-07T03:36:19.000Z","UCW_WhXrfK3uPgljcdjFbsbg","송대익","22","19.08.12","한국|korea|south korea|korean|대한민국|안산|ansan|송대익|남자|man|gentleman|친구|friend|우정|Friendship|유머|코믹|웃긴 영상|코미디|comedy|재미|funny|장난|joke|여자|여성|girl|lady|사람|인물|people|아프리카tv|비제이|bj|web|drama|웹|드라마|웹드라마|우결|진결|웹툰|여자친구|전여친|여친|썸녀|썸|커플|couple|달달|설렘|탈모|애나벨|annabell|오예스|대구|daegu|이민영|민영|minyoung|결별|헤어짐|이별|눈물|tears|고백|1부|2부|추억|미련|슬픔|sadness|유학|카카오톡","1218973","21442","938","2701","https://i.ytimg.com/vi/MLHLpXYqup8/default.jpg","False","False","편집 : 제우, 태은무삭제 풀버전 - https://www.youtube.com/channel/UCn0X5CrDoVs9f7m9g3S1MpA대익 어린이에 대해 더 알고 싶다면아프리카tv 개인방송국 - http://bj.afreecatv.com/songdaeik페이스북 계정 - https://www.facebook.com/songdaeik페이스북 페이지 - https://www.facebook.com/songdaeik.page인스타그램 - https://www.instagram.com/songdaeik광고 및 협업 문의는 play1547@hanmail.net 으로 연락주시면 감사드리겠습니다. #English기억 - 배성모Youtube : http://reurl.kr/259358C7OBMusic Playlist by http://reurl.kr/259358B9VDGloomy - 윤제휘Music Playlist by http://reurl.kr/259358B9VD"
"XF6yxp-8YtI","손흥민 '70m 드리블' 원더골…모리뉴 호나우두 보는 듯 / 연합뉴스 (Yonhapnews)","2019-12-08T04:29:55.000Z","UCj3_t5p4L4aFsvdW3uHjnnw","연합뉴스 Yonhapnews","25","19.08.12","연합뉴스|yonhapnews|뉴스|영상|이슈|디지털|news|화제|손흥민|토트넘홋스퍼|토트넘|드리블|인생골|son|손세이셔널","155106","551","100","131","https://i.ytimg.com/vi/XF6yxp-8YtI/default.jpg","False","False","#손흥민 #폭풍드리블 #인생골    (서울=연합뉴스) 손세이셔널' 손흥민(토트넘)이 자신의 또 다른 별명인 '슈퍼 소닉'에 걸맞은 화끈한 질주 본능을 제대로 과시하면서 '인생골'에 성공했습니다.    손흥민은 8일(한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 끝난 번리와 2019-2020 잉글랜드 프로축구 프리미어리그 16라운드 홈경기에서 1골 1도움의 맹활약을 펼치면서 팀의 5-0 대승에 힘을 보탰는데요.    조제 모리뉴 감독은 70ｍ가 넘든 '폭풍 질주' 드리블에 이은 원더골을 꽂은 손흥민에게 '손나우두'라는 별명을 붙여줬습니다. 브라질 출신의 골잡이 호나우두와 손흥민을 합친 말인데요.[편집 : 김종안][영상 : 유튜브 토트넘 홋스퍼·트위터 토트넘 홋스퍼·로이터]◆ 연합뉴스 유튜브  : https://www.youtube.com/yonhap◆ 연합뉴스 홈페이지→ http://www.yna.co.kr/◆ 연합뉴스 페이스북→ https://www.facebook.com/yonhap/◆ 연합뉴스 인스타 : https://goo.gl/UbqiQb◆ 연합뉴스 비디오메타 채널https://www.youtube.com/channel/UCTMCrbtHU0M0SR6TuBrL4Pw"
"qrkkxo6Ndtw","Frozen 2 - Into The Unknown ( cover by J.Fla )","2019-12-06T12:17:51.000Z","UClkRzsdvg7_RKVhwDwiDZOA","JFlaMusic","10","19.08.12","[none]","2571776","139206","2681","9307","https://i.ytimg.com/vi/qrkkxo6Ndtw/default.jpg","False","False","You can stream all of my songs here; Spotify: http://bit.ly/JFla-SpotifyApple Music: http://bit.ly/JFla-AppleMusicAmazon: http://bit.ly/JFla-AmazonDeezer: http://bit.ly/JFla-DeezerAnghami: http://bit.ly/JFla-AnghamiNetease: http://bit.ly/JFlaonNeteaseKKBox: http://bit.ly/JFla-KKBOXQQ: http://bit.ly/JFla-QQ-TencentMelon: http://bit.ly/JFla-MelonGenie: http://bit.ly/JFla-GenieNaver: http://bit.ly/JFla-Naver#loveyouguys #gardenersALSO Check out my new MERCH site - http://bit.ly/jflamerchDon't forget to subscribe, like and leave a comment.YouTube: https://www.youtube.com/jflamusicFacebook: https://www.facebook.com/jflaTwitter: https://www.twitter.com/jflaInstagram: https://www.instagram.com/jfla"
"n4kd7Tfq5UA","페북스타에서 맥심화보까지 찍은 그녀의 집을 강제로 쳐들어가보았닼ㅋㅋㅋㅋㅋㅋㅋㅋ 조재원의 하우스어택 8화 Feat. 박민정","2019-12-08T05:50:25.000Z","UC2o_y872S6YvaO1K8EYnoxg","조재원","23","19.08.12","[none]","503510","7461","150","706","https://i.ytimg.com/vi/n4kd7Tfq5UA/default.jpg","False","False","조재원 유튜브 구독!"
"tVrebm7mS1I","아들 생일 브롤스타즈 상어레온 케익 만들기 도전!! 성공할수 있을까요?(feat.구글 기프트카드)ㅣ토깽이네상상놀이터","2019-12-07T23:00:22.000Z","UCniBqAPwwWIQLbYo4uK2RWg","토깽이네","24","19.08.12","토깽이네상상놀이터|토상놀|토깽어뭉|가족일상|가족|일상|vlog|토깽이의상상놀이터|상상놀이터|토깽이|토깽이네|토깽이와상상놀이터|토깽이는상상놀이터|남매|현실남매|흔한남매|남매일상|family|reality|life|토깽패밀리|브이로그|패밀리 브이로그|가족 브이로그|family vlog|토깽이네 가족|토깽이네가족|구글기프트카드|기프트카드|구글|생일|생일케익|케익|케익만들기|단하나|수제케익|브롤스타즈|브롤|상어레온|레온","163824","2794","169","977","https://i.ytimg.com/vi/tVrebm7mS1I/default.jpg","False","False","#토깽이네상상놀이터 #토깽이네 #가족다린이 생일파티를 위해 생일케익을 만들려고 하는데다린이가 좋아하는 브롤스타즈 상어레온 케익을만들수 있을까요? ㅋㅋㅋㅋ♥ 비즈니스 이메일 (Business e-mail)- rabbitcym2@naver.com♥ [토깽이네] 어떤 채널일까요?토깽이네 채널은 남녀노소 누구나 즐길수 있는 가족형 채널입니다.4가족의 신나는 일상에 빠져 볼까요?♡ ♥[토깽이네] 사랑전달하기여러분의 ★구독 ★좋아요 ★댓글 ★공유는 토깽이네에게 큰힘이 되고 더 좋은 영상을 만들수 있는 발판이 됩니다. 저희 영상 봐주시는 분들께 항상 감사하고 진심으로 사랑합니다.[라이센스표기]1. Kevin MacLeod의 Barroom Ballet - Silent Film Light은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100310아티스트: http://incompetech.com/2. Audionautix의 You So Zany은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.아티스트: http://audionautix.com/3. Kevin MacLeod의 Baltic Levity - Thatched Villagers은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100720아티스트: http://incompetech.com/4. Audionautix의 Clowning Around은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.아티스트: http://audionautix.com/5. Audionautix의 Busybody은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.아티스트: http://audionautix.com/6. Kevin MacLeod의 Investigations은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100646아티스트: http://incompetech.com/7.Kevin MacLeod의 Baltic Levity - Thatched Villagers은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100720아티스트: http://incompetech.com/  ======================================================이 동영상의 저작권은 (주)래빗미디어(토깽이네)에게 있습니다. 영상 공유는 가능하나 허락 없이 무단 복제/배포하는 행위는 법적인 처벌을 받을수 있습니다.======================================================"
"EYv7s-FeQCI","미국선수단이 일본피해 대거 부산으로 들어온다는 현상황 갑작스런 대박에 정신없는 한국","2019-12-08T07:33:39.000Z","UCc4OuY3PeWklqBzQ3ySi3xA","Travel Tube","25","19.08.12","도쿄올림픽|한국|부산|일본|미국|전지훈련","479683","13640","179","1129","https://i.ytimg.com/vi/EYv7s-FeQCI/default.jpg","False","False","도쿄올림픽에 한국 전역이 전지훈련 장소로 떠오르고 있습니다.제휴컨텐츠 뉴스 기사의 부분 및 전체 인용 사전승인 - 저작권자(C)  연합뉴스, Travel Tube - 무단전재 및 재배포, 컨텐츠 도용, 영상 컨텐츠 재가공화 금지- 트래블튜브 영상공유 가능"
"EjJlrGisHZQ","설레는 썰 모음집5탄 모음집♥ [모음집]","2019-12-08T05:00:01.000Z","UC5D5VhXj_9JWr3IskPYOEdA","오늘의 영상툰","1","19.08.12","설레는 썰|설레는 일화|설렘썰|심쿵썰|사연툰|영상툰|오썰|오늘의 영상툰","378898","9769","162","1350","https://i.ytimg.com/vi/EjJlrGisHZQ/default.jpg","False","False","설레는 썰 17~20화를 모아봤습니다:) 오늘도 즐거운 하루 보내세요 오구님들 ♥  (◕‿◕✿) 맨 뒤에 설레는 썰 미공개본도 하나 있답니다♥🦄 오늘의 썰툰 구독하기 → https://bit.ly/2NqVyXQ🦄 사연보내는 곳 → http://bitly.kr/3xHrhf🦄 음악출처 →FLOW MUSIC 님 https://www.youtube.com/watch?v=cMrMxAmt8yw 짱구노래 메들리 커버곡"
"VS21YlDnTow","손흥민의 인생경기! 토트넘vs번리 5:0 승리! 손흥민이 극찬받을 수 밖에 없는 이유! 무리뉴손흥민 원더골은 가장 아름다운 골!!","2019-12-07T23:00:08.000Z","UCmGLKQgLtGhH4goyguKCFWA","흰수염고래스포츠","17","19.08.12","축구|손흥민|손흥민 원더골|손흥민 골|손흥민 활약|손흥민 하이라이트|손흥민 인터뷰|토트넘|토트넘 번리|손흥민 무리뉴","120630","1684","61","95","https://i.ytimg.com/vi/VS21YlDnTow/default.jpg","False","False","스포츠의 세계에서 알 수 없는 정보들을알차게 올려 드리는흰수염고래가 되겠습니다.구독과 좋아요 부탁 드립니다^^흰수염고래스포츠는 스포츠선수의 일화, 활동 및 경기내용 분석을소신껏 6~7시간에 걸쳐 작업을 하여 업로드를 하고 있습니다.부족하지만 성심성의껏 최선을 다하는 고래되도록 하겠습니다시청해주시는 분들께 감사합니다!#손흥민#토트넘#무리뉴"
